Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,7 Day Total Sales,Total Advertising Cost of Sales (ACOS),Total Return on Advertising Spend (ROAS),7 Day Total Orders (#),7 Day Total Units (#),7 Day Conversion Rate,7 Day Advertised SKU Units (#),7 Day Other SKU Units (#),7 Day Advertised SKU Sales,7 Day Other SKU Sales
"Aug 02, 2026",,USD,属性-吸盘款,属性-吸盘款 组,nonslip bathtub mat with suction cups,BROAD,machine washable bathtub runner rugs non slip,8,1,12.5%,$1.17,$1.17,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,属性-吸盘款,属性-吸盘款 组,nonslip bathtub mat with suction cups,BROAD,lastever non slip bathtub runner rugs machine washable,3,1,33.33%,$1.17,$1.17,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,属性-吸盘款,属性-吸盘款 组,nonslip bathtub mat with suction cups,BROAD,lastever anti slip bathtub hotel suction cups runner rugs for tub floor with maximum tub grip quick drying & machine washable,8,1,12.5%,$1.17,$1.17,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,anti slip bathtub mat,46,1,2.17%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,nonslip bathtub mat,58,1,1.72%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,nonslip bathtub mat,571,3,0.53%,$1.06,$3.18,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,nonslip bathtub mat,258,1,0.39%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,nonslip bathtub mat,407,1,0.25%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,nonslip bathtub mat,384,5,1.3%,$1.06,$5.30,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,nonslip bathtub mat,283,4,1.41%,$1.06,$4.24,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,695,6,0.86%,$1.06,$6.36,$70.39,,,2,2,,,,,
"Jul 23, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,202,3,1.49%,$1.06,$3.18,$24.11,,,1,1,,,,,
"Jul 24, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,679,4,0.59%,$1.06,$4.22,$24.11,,,1,1,,,,,
"Jul 25, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,803,1,0.12%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,1027,4,0.39%,$1.06,$4.24,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,193,1,0.52%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 29, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,816,4,0.49%,$1.06,$4.24,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,662,3,0.45%,$1.06,$3.18,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,精确主干,精确主干 组,nonslip bathtub mat,EXACT,non slip bathtub mat,560,1,0.18%,$1.06,$1.06,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,精确主干,精确主干 组,machine washable bathtub mat non slip,EXACT,machine washable bathtub mat non slip,33,3,9.09%,$0.98,$2.94,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,属性-防霉款,属性-防霉款 组,mildew resistant shower stall mat,BROAD,dremmo shower mat,5,2,40.0%,$1.02,$2.04,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,属性-防霉款,属性-防霉款 组,mildew resistant shower stall mat,BROAD,shower stall longer machine washable bathtub floor mat textured,4,2,50.0%,$1.02,$2.04,$35.20,,,1,1,,,,,
"Jul 28, 2026",,USD,属性-防霉款,属性-防霉款 组,mildew resistant shower stall mat,BROAD,non slip shower stall mildew resistant mat,21,4,19.05%,$1.02,$4.08,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,属性-防霉款,属性-防霉款 组,mildew resistant shower stall mat,BROAD,stylish mildew resistant shower stall mat,2,1,50.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,属性-防霉款,属性-防霉款 组,mildew resistant shower stall mat,BROAD,quality mildew resistant shower stall mat,6,1,16.67%,$0.82,$0.82,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,属性-吸盘款2,属性-吸盘款2 组,nonslip bathtub mat machine washable with suction cups,BROAD,anti slip quick drying bathtub rugs,4,1,25.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,属性-吸盘款,属性-吸盘款 组,fairman non slip shower stall mat with suction cups,BROAD,pellura shower non slip mat apartment,2,1,50.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,属性-吸盘款,属性-吸盘款 组,fairman non slip shower stall mat with suction cups,BROAD,luxury runners shower stall,1,1,100.0%,$1.02,$1.02,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,2 pack non slip bathtub mat,7,2,28.57%,$1.12,$2.24,$0.00,,,0,0,,,,,
"Jul 16, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nordic non slip bathtub mat,19,1,5.26%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nordly non slip bathtub mat compact 20 inch,9,1,11.11%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nordly non slip bathtub mat compact 20 inch,6,2,33.33%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nordly non slip bathtub mat compact 20 inch runner rugs quality,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,best shower stall non slip bathtub mat,4,1,25.0%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,best nonslip bathtub mat,8,2,25.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,best non slip bathtub mat,12,1,8.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,best non slip bathtub mat,22,3,13.64%,$1.10,$3.31,$70.39,,,2,2,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,big non slip bathtub mat,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,big non slip bathtub mat size 5,13,1,7.69%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 10, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,189,3,1.59%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,149,2,1.34%,$1.10,$2.20,$70.39,,,2,2,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,68,1,1.47%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,206,2,0.97%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,271,1,0.37%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,144,2,1.39%,$1.11,$2.22,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,202,1,0.5%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,190,1,0.53%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,89,3,3.37%,$1.12,$3.37,$24.11,,,1,1,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,222,4,1.8%,$1.07,$4.28,$96.42,,,4,4,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,277,3,1.08%,$1.12,$3.37,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,247,1,0.4%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat,135,3,2.22%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,halvex non slip bathtub mat 30 inch,7,3,42.86%,$1.11,$3.34,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,outersy nonslip bathtub mat,5,1,20.0%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,outersy nonslip bathtub mat,4,2,50.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,fabule non slip bathtub mat,3,1,33.33%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 25, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,fabule non slip bathtub mat,9,1,11.11%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,improved original nonslip bathtub mat,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,deluxe nonslip bathtub mat,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,deluxe nonslip bathtub mat,7,1,14.29%,$0.95,$0.95,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,apartment nonslip bathtub mat,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti skid bathtub mat 30 inch,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,koverra non slip bathtub mat machine washable,5,1,20.0%,$1.12,$1.12,$48.21,,,2,2,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,212,4,1.89%,$1.10,$4.41,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,202,2,0.99%,$1.10,$2.20,$48.21,,,2,2,,,,,
"Jul 15, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,404,6,1.49%,$1.10,$6.61,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,254,1,0.39%,$1.09,$1.09,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,61,1,1.64%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 23, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,97,2,2.06%,$1.11,$2.22,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,77,2,2.6%,$1.12,$2.24,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,115,2,1.74%,$1.10,$2.20,$24.11,,,1,1,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat,40,1,2.5%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 26, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat machine washable,20,1,5.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat machine washable,53,1,1.89%,$1.10,$1.10,$24.11,,,1,1,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,anti slip bathtub mat machine washable,39,1,2.56%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,904,5,0.55%,$1.09,$5.47,$0.00,,,0,0,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,217,3,1.38%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,314,4,1.27%,$1.10,$4.41,$24.11,,,1,1,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,362,3,0.83%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,948,9,0.95%,$1.10,$9.91,$24.11,,,1,1,,,,,
"Jul 16, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,797,3,0.38%,$1.10,$3.29,$24.11,,,1,1,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,762,3,0.39%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1319,4,0.3%,$1.10,$4.41,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1010,7,0.69%,$1.07,$7.46,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1837,20,1.09%,$1.09,$21.76,$134.39,,,5,5,,,,,
"Jul 21, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,3099,27,0.87%,$1.12,$30.14,$70.39,,,2,2,,,,,
"Jul 22, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,2605,16,0.61%,$1.12,$17.96,$70.39,,,2,2,,,,,
"Jul 23, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1332,15,1.13%,$1.10,$16.54,$144.63,,,3,6,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,485,3,0.62%,$1.12,$3.37,$0.00,,,0,0,,,,,
"Jul 25, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,933,5,0.54%,$1.12,$5.61,$0.00,,,1,1,,,,,
"Jul 26, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,595,11,1.85%,$1.12,$12.32,$109.28,,,4,4,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1777,17,0.96%,$1.10,$18.69,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1804,10,0.55%,$1.09,$10.92,$24.11,,,1,1,,,,,
"Jul 29, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1438,12,0.83%,$1.12,$13.44,$68.70,,,3,3,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1084,10,0.92%,$1.12,$11.16,$24.11,,,1,1,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,636,10,1.57%,$1.09,$10.88,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,2530,24,0.95%,$1.10,$26.52,$72.32,,,3,3,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat,1781,10,0.56%,$1.12,$11.22,$134.39,,,5,5,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat compact 20 inch tub grips shower runner rugs,2,2,100.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat 20 inch tub grips shower stall,5,2,40.0%,$1.10,$2.20,$24.11,,,1,1,,,,,
"Jul 16, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat 20 inch,11,1,9.09%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 21, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat 20 inch,30,1,3.33%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat 20 inch tub grips,9,1,11.11%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat 300,4,2,50.0%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat size 3,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat size 3,4,1,25.0%,$0.95,$0.95,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat size 3,19,3,15.79%,$1.12,$3.37,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat rugs,1,1,100.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat extra small,6,2,33.33%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat extra long maximum tub grip,3,1,33.33%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat senior,15,1,6.67%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat senior,9,1,11.11%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 11, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,18,1,5.56%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,27,2,7.41%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,59,2,3.39%,$1.10,$2.20,$0.00,,,0,0,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,111,3,2.7%,$1.10,$3.31,$0.00,,,0,0,,,,,
"Jul 22, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,57,2,3.51%,$1.12,$2.24,$0.00,,,0,0,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,217,1,0.46%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,363,4,1.1%,$1.12,$4.49,$0.00,,,0,0,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,193,4,2.07%,$1.12,$4.49,$0.00,,,0,0,,,,,
"Aug 01, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,284,1,0.35%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat machine washable,408,2,0.49%,$1.12,$2.24,$0.00,,,0,0,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat with suction cups,2,1,50.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Aug 02, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat with suction cups,9,1,11.11%,$1.12,$1.12,$0.00,,,0,0,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,nonslip bathtub mat 20 inch gray,4,1,25.0%,$1.10,$1.10,$0.00,,,0,0,,,,,
"Jul 08, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,74,1,1.35%,$0.98,$0.98,$24.11,,,1,1,,,,,
"Jul 09, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,323,4,1.24%,$1.05,$4.19,$24.11,,,1,1,,,,,
"Jul 10, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,814,1,0.12%,$1.10,$1.10,$48.21,,,2,2,,,,,
"Jul 11, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1881,10,0.53%,$1.10,$11.02,$132.58,,,5,5,,,,,
"Jul 12, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,2789,11,0.39%,$1.10,$12.05,$0.00,,,0,0,,,,,
"Jul 13, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1522,6,0.39%,$1.10,$6.61,$24.11,,,1,1,,,,,
"Jul 14, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,2127,4,0.19%,$1.10,$4.41,$0.00,,,0,0,,,,,
"Jul 15, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,625,6,0.96%,$1.06,$6.34,$24.11,,,1,1,,,,,
"Jul 16, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1390,6,0.43%,$1.09,$6.56,$48.21,,,2,2,,,,,
"Jul 17, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1411,8,0.57%,$1.09,$8.69,$24.11,,,1,1,,,,,
"Jul 18, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1750,11,0.63%,$1.06,$11.62,$0.00,,,0,0,,,,,
"Jul 19, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1762,4,0.23%,$1.10,$4.41,$24.11,,,1,1,,,,,
"Jul 20, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,4961,37,0.75%,$1.10,$40.74,$236.23,,,7,10,,,,,
"Jul 21, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,5844,12,0.21%,$1.12,$13.46,$24.11,,,1,1,,,,,
"Jul 22, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,3786,14,0.37%,$1.12,$15.71,$24.11,,,1,1,,,,,
"Jul 23, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,2572,24,0.93%,$1.11,$26.73,$172.92,,,4,5,,,,,
"Jul 24, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1940,14,0.72%,$1.12,$15.63,$96.42,,,4,4,,,,,
"Jul 25, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1854,16,0.86%,$1.11,$17.82,$67.50,,,2,2,,,,,
"Jul 26, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,1325,17,1.28%,$1.12,$19.08,$144.63,,,6,6,,,,,
"Jul 27, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,4334,22,0.51%,$1.09,$23.93,$144.63,,,6,6,,,,,
"Jul 28, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,5210,31,0.6%,$1.11,$34.45,$302.76,,,12,13,,,,,
"Jul 29, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,5053,43,0.85%,$1.11,$47.71,$72.32,,,3,3,,,,,
"Jul 30, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,3959,26,0.66%,$1.12,$29.13,$293.19,,,9,12,,,,,
"Jul 31, 2026",,USD,词组主干,词组主干 组,non slip bathtub mat,PHRASE,non slip bathtub mat,3312,12,0.36%,$1.12,$13.44,$111.21,,,4,4,,,,,
